id,job_role,country,experience_level,salary_usd,skills,company_type
6259,Research Scientist,USA,Lead,200838,"SQL, NLP, PyTorch",Startup
6260,Computer Vision Engineer,Germany,Entry,40645,"SQL, Computer Vision, NLP",Mid-size
6261,Data Scientist,India,Lead,63940,"SQL, PyTorch, Python",Enterprise
6262,NLP Engineer,India,Senior,47981,"NLP, Data Visualization, Python",Startup
6263,NLP Engineer,Australia,Lead,176177,"Python, Computer Vision, Statistics",Startup
6264,Research Scientist,Australia,Entry,42348,"Data Visualization, SQL, Deep Learning",Mid-size
6265,ML Engineer,UK,Lead,177249,"Python, PyTorch, TensorFlow",Enterprise
6266,ML Engineer,Australia,Senior,107550,"Computer Vision, Data Visualization, Statistics",Enterprise
6267,Data Scientist,Canada,Mid,60045,"SQL, MLOps, Python",Startup
6268,Data Scientist,USA,Mid,84537,"SQL, Computer Vision, NLP",Enterprise
6269,ML Engineer,India,Senior,54470,"Deep Learning, MLOps, Computer Vision",Enterprise
6270,NLP Engineer,USA,Senior,146725,"Statistics, NLP, Python",Startup
6271,NLP Engineer,USA,Mid,93920,"TensorFlow, SQL, Python",Mid-size
6272,Data Analyst,Germany,Mid,74903,"Computer Vision, TensorFlow, Deep Learning",Mid-size
6273,ML Engineer,Germany,Lead,189141,"Computer Vision, Statistics, NLP",Enterprise
6274,Research Scientist,USA,Entry,40011,"MLOps, PyTorch, Computer Vision",Mid-size
6275,Data Analyst,USA,Senior,148468,"SQL, TensorFlow, Statistics",Mid-size
6276,Research Scientist,Germany,Senior,131375,"TensorFlow, PyTorch, Computer Vision",Mid-size
6277,AI Engineer,Australia,Mid,77173,"Computer Vision, NLP, Statistics",Enterprise
6278,Computer Vision Engineer,UK,Senior,120466,"Python, Deep Learning, SQL",Enterprise
6279,ML Engineer,Australia,Lead,179446,"Computer Vision, Statistics, Data Visualization",Enterprise
6280,Data Analyst,USA,Lead,208203,"Statistics, SQL, Python",Mid-size
6281,Data Scientist,USA,Senior,124128,"Data Visualization, NLP, Python",Enterprise
6282,Data Analyst,USA,Mid,105124,"Python, TensorFlow, NLP",Mid-size
6283,ML Engineer,Australia,Lead,199960,"Data Visualization, NLP, TensorFlow",Mid-size
6284,Deep Learning Engineer,Germany,Entry,36926,"NLP, Statistics, SQL",Startup
6285,Research Scientist,UK,Mid,86417,"MLOps, TensorFlow, Deep Learning",Startup
6286,NLP Engineer,Germany,Mid,70317,"Python, NLP, Statistics",Mid-size
6287,ML Engineer,Germany,Entry,35448,"Data Visualization, Python, Computer Vision",Startup
6288,Computer Vision Engineer,USA,Entry,42726,"Computer Vision, MLOps, TensorFlow",Enterprise
6289,Deep Learning Engineer,India,Entry,10416,"PyTorch, MLOps, Deep Learning",Mid-size
6290,Deep Learning Engineer,USA,Lead,190810,"Statistics, MLOps, Computer Vision",Startup
6291,Data Analyst,Germany,Senior,98503,"Computer Vision, PyTorch, TensorFlow",Enterprise
6292,Data Scientist,India,Senior,38197,"Data Visualization, PyTorch, Python",Startup
6293,AI Engineer,India,Entry,8912,"PyTorch, TensorFlow, NLP",Enterprise
6294,ML Engineer,Canada,Senior,121650,"Deep Learning, SQL, MLOps",Mid-size
6295,Data Analyst,Canada,Mid,95868,"Computer Vision, TensorFlow, NLP",Mid-size
6296,Data Analyst,Australia,Senior,139956,"MLOps, SQL, Data Visualization",Startup
6297,Data Scientist,USA,Lead,239088,"Deep Learning, Data Visualization, Python",Enterprise
6298,ML Engineer,Germany,Lead,195437,"Data Visualization, NLP, TensorFlow",Startup
6299,Deep Learning Engineer,India,Entry,19504,"NLP, Statistics, Data Visualization",Startup
6300,Research Scientist,Australia,Lead,199630,"Computer Vision, SQL, TensorFlow",Enterprise
6301,Deep Learning Engineer,Canada,Mid,58297,"SQL, PyTorch, Statistics",Startup
6302,Data Analyst,Germany,Senior,102497,"SQL, Statistics, NLP",Mid-size
6303,ML Engineer,India,Entry,11010,"Deep Learning, NLP, Python",Startup
6304,Data Scientist,India,Lead,68092,"SQL, Deep Learning, Computer Vision",Startup
6305,Deep Learning Engineer,Canada,Senior,121962,"MLOps, Computer Vision, Deep Learning",Mid-size
6306,AI Engineer,Australia,Lead,216208,"NLP, Data Visualization, Python",Enterprise
6307,ML Engineer,India,Entry,9238,"Deep Learning, TensorFlow, NLP",Enterprise
6308,NLP Engineer,Canada,Lead,210536,"SQL, TensorFlow, Deep Learning",Enterprise
6309,Research Scientist,Canada,Lead,199602,"TensorFlow, Statistics, Python",Startup
6310,Data Analyst,USA,Mid,97786,"SQL, MLOps, Python",Enterprise
6311,Research Scientist,Canada,Entry,49706,"Computer Vision, Data Visualization, NLP",Startup
6312,NLP Engineer,Australia,Entry,43986,"Deep Learning, PyTorch, NLP",Startup
6313,ML Engineer,Germany,Senior,119677,"NLP, Python, TensorFlow",Enterprise
6314,NLP Engineer,Canada,Senior,122178,"Deep Learning, Data Visualization, PyTorch",Enterprise
6315,Data Scientist,Canada,Lead,173026,"NLP, PyTorch, Computer Vision",Mid-size
6316,NLP Engineer,UK,Mid,78625,"Deep Learning, Statistics, MLOps",Mid-size
6317,NLP Engineer,UK,Entry,40009,"NLP, SQL, TensorFlow",Startup
6318,Deep Learning Engineer,Germany,Mid,85547,"Data Visualization, Python, Computer Vision",Startup
6319,AI Engineer,Canada,Senior,100894,"Python, Statistics, Deep Learning",Mid-size
6320,NLP Engineer,India,Entry,19118,"SQL, Data Visualization, Python",Startup
6321,Computer Vision Engineer,USA,Entry,32943,"SQL, Data Visualization, MLOps",Mid-size
6322,Research Scientist,Germany,Senior,121591,"Data Visualization, Computer Vision, PyTorch",Startup
6323,NLP Engineer,Canada,Mid,85563,"Statistics, Deep Learning, Computer Vision",Mid-size
6324,ML Engineer,UK,Mid,83202,"Python, MLOps, Computer Vision",Startup
6325,Data Scientist,Canada,Entry,49093,"Deep Learning, PyTorch, Statistics",Startup
6326,Research Scientist,Germany,Lead,188339,"SQL, TensorFlow, PyTorch",Enterprise
6327,Computer Vision Engineer,India,Mid,35691,"Python, TensorFlow, MLOps",Mid-size
6328,Deep Learning Engineer,UK,Mid,65446,"Python, PyTorch, TensorFlow",Enterprise
6329,AI Engineer,Germany,Entry,42335,"TensorFlow, SQL, Computer Vision",Mid-size
6330,Research Scientist,Germany,Mid,86531,"Python, MLOps, Computer Vision",Enterprise
6331,Research Scientist,Canada,Lead,156230,"Python, Data Visualization, Deep Learning",Startup
6332,Research Scientist,Canada,Mid,88476,"Python, NLP, Data Visualization",Enterprise
6333,Data Scientist,Australia,Senior,132400,"Computer Vision, Python, PyTorch",Enterprise
6334,ML Engineer,UK,Mid,81070,"SQL, Computer Vision, Statistics",Enterprise
6335,NLP Engineer,India,Senior,47862,"SQL, PyTorch, TensorFlow",Mid-size
6336,ML Engineer,Australia,Entry,25956,"MLOps, Data Visualization, Python",Mid-size
6337,Research Scientist,Australia,Senior,123431,"Data Visualization, NLP, Computer Vision",Mid-size
6338,Research Scientist,Canada,Lead,173880,"TensorFlow, Statistics, Python",Mid-size
6339,NLP Engineer,Canada,Mid,88401,"NLP, Python, PyTorch",Startup
6340,Data Scientist,UK,Mid,57784,"NLP, MLOps, Python",Enterprise
6341,Computer Vision Engineer,USA,Lead,199384,"Data Visualization, SQL, PyTorch",Mid-size
6342,Data Scientist,UK,Senior,136340,"MLOps, PyTorch, Python",Enterprise
6343,Computer Vision Engineer,Australia,Mid,88323,"Data Visualization, NLP, Statistics",Enterprise
6344,AI Engineer,Germany,Lead,171734,"TensorFlow, NLP, PyTorch",Startup
6345,Computer Vision Engineer,Australia,Mid,72506,"Data Visualization, TensorFlow, NLP",Mid-size
6346,Computer Vision Engineer,Australia,Senior,150420,"NLP, Data Visualization, Statistics",Enterprise
6347,ML Engineer,UK,Mid,75305,"PyTorch, MLOps, TensorFlow",Mid-size
6348,Research Scientist,USA,Mid,82449,"Python, MLOps, TensorFlow",Mid-size
6349,Computer Vision Engineer,Canada,Senior,122353,"PyTorch, Data Visualization, Python",Mid-size
6350,Data Scientist,UK,Mid,66611,"PyTorch, SQL, Statistics",Enterprise
6351,Research Scientist,USA,Senior,148150,"TensorFlow, Deep Learning, MLOps",Mid-size
6352,NLP Engineer,Canada,Entry,23912,"SQL, Data Visualization, TensorFlow",Startup
6353,Data Scientist,USA,Entry,36528,"Data Visualization, MLOps, SQL",Enterprise
6354,Deep Learning Engineer,USA,Mid,69178,"NLP, Data Visualization, Computer Vision",Enterprise
6355,AI Engineer,UK,Entry,28767,"MLOps, Computer Vision, TensorFlow",Mid-size
6356,NLP Engineer,USA,Entry,29944,"Computer Vision, Statistics, Deep Learning",Enterprise
6357,Deep Learning Engineer,UK,Senior,127344,"Data Visualization, PyTorch, Computer Vision",Enterprise
6358,Data Scientist,Canada,Entry,32137,"Statistics, Computer Vision, Python",Enterprise
6359,Data Scientist,India,Mid,20975,"NLP, TensorFlow, Statistics",Mid-size
6360,Computer Vision Engineer,India,Lead,62589,"PyTorch, Deep Learning, TensorFlow",Mid-size
6361,Research Scientist,USA,Mid,71108,"Python, Deep Learning, Computer Vision",Mid-size
6362,ML Engineer,India,Lead,75592,"Data Visualization, Python, SQL",Startup
6363,Deep Learning Engineer,Canada,Mid,66325,"Statistics, MLOps, Python",Mid-size
6364,Research Scientist,USA,Lead,210942,"NLP, Computer Vision, Statistics",Startup
6365,Deep Learning Engineer,India,Entry,13656,"Computer Vision, PyTorch, MLOps",Mid-size
6366,Data Scientist,Canada,Senior,110268,"NLP, Data Visualization, TensorFlow",Startup
6367,NLP Engineer,Canada,Mid,66058,"TensorFlow, Data Visualization, Python",Enterprise
6368,Research Scientist,Australia,Mid,75274,"SQL, Deep Learning, Data Visualization",Mid-size
6369,AI Engineer,Canada,Lead,216183,"Python, MLOps, Statistics",Enterprise
6370,Data Analyst,UK,Lead,141025,"MLOps, Deep Learning, SQL",Enterprise
6371,NLP Engineer,Canada,Entry,24256,"Data Visualization, Computer Vision, Deep Learning",Mid-size
6372,Data Analyst,USA,Mid,77286,"PyTorch, Statistics, NLP",Startup
6373,AI Engineer,Australia,Entry,43716,"TensorFlow, Deep Learning, Computer Vision",Mid-size
6374,Data Analyst,Germany,Entry,43705,"Python, PyTorch, NLP",Startup
6375,NLP Engineer,Germany,Lead,197703,"Deep Learning, Computer Vision, SQL",Startup
6376,AI Engineer,USA,Lead,196279,"Statistics, Python, Computer Vision",Enterprise
6377,Deep Learning Engineer,India,Entry,17529,"Deep Learning, MLOps, Computer Vision",Enterprise
6378,Data Scientist,UK,Mid,59402,"Deep Learning, NLP, TensorFlow",Mid-size
6379,AI Engineer,Germany,Senior,114259,"TensorFlow, PyTorch, NLP",Startup
6380,Computer Vision Engineer,India,Entry,8770,"Deep Learning, NLP, Computer Vision",Startup
6381,NLP Engineer,UK,Lead,156082,"MLOps, Data Visualization, Statistics",Enterprise
6382,Deep Learning Engineer,UK,Mid,83374,"Deep Learning, Data Visualization, Statistics",Mid-size
6383,Data Scientist,Australia,Senior,123329,"Statistics, MLOps, PyTorch",Enterprise
6384,Computer Vision Engineer,UK,Entry,44149,"Computer Vision, TensorFlow, Python",Mid-size
6385,Research Scientist,India,Entry,17082,"SQL, Data Visualization, NLP",Startup
6386,Computer Vision Engineer,Australia,Entry,47477,"Deep Learning, NLP, TensorFlow",Startup
6387,Deep Learning Engineer,USA,Lead,189428,"Data Visualization, MLOps, Computer Vision",Startup
6388,NLP Engineer,Germany,Entry,47001,"Python, TensorFlow, Deep Learning",Startup
6389,Research Scientist,Australia,Senior,122042,"NLP, Python, SQL",Startup
6390,Computer Vision Engineer,Australia,Mid,73978,"PyTorch, SQL, Python",Enterprise
6391,Computer Vision Engineer,UK,Entry,22852,"Computer Vision, SQL, MLOps",Startup
6392,Data Analyst,Germany,Entry,49002,"Statistics, Data Visualization, SQL",Mid-size
6393,Research Scientist,USA,Entry,29458,"Deep Learning, NLP, Data Visualization",Mid-size
6394,Computer Vision Engineer,Germany,Lead,152091,"PyTorch, Python, NLP",Enterprise
6395,Deep Learning Engineer,Australia,Lead,185120,"TensorFlow, Deep Learning, Python",Startup
6396,Research Scientist,Australia,Mid,94714,"Deep Learning, MLOps, Statistics",Mid-size
6397,ML Engineer,Germany,Senior,117260,"NLP, PyTorch, Deep Learning",Enterprise
6398,Computer Vision Engineer,Germany,Mid,60902,"MLOps, NLP, Python",Mid-size
6399,Research Scientist,Canada,Senior,145733,"Python, SQL, Statistics",Enterprise
6400,ML Engineer,Australia,Lead,182270,"Data Visualization, TensorFlow, Statistics",Enterprise
6401,Research Scientist,Canada,Senior,146209,"Statistics, PyTorch, SQL",Startup
6402,Computer Vision Engineer,Germany,Lead,177232,"TensorFlow, SQL, MLOps",Startup
6403,Data Analyst,India,Mid,29608,"Statistics, MLOps, Python",Startup
6404,Data Scientist,India,Senior,37172,"PyTorch, Statistics, NLP",Startup
6405,Deep Learning Engineer,UK,Entry,31552,"TensorFlow, NLP, Data Visualization",Mid-size
6406,Computer Vision Engineer,UK,Entry,40103,"SQL, Deep Learning, Data Visualization",Startup
6407,Data Scientist,Australia,Entry,36611,"NLP, Statistics, TensorFlow",Enterprise
6408,Computer Vision Engineer,USA,Senior,118668,"Statistics, NLP, Computer Vision",Enterprise
6409,Computer Vision Engineer,Australia,Senior,144482,"PyTorch, Statistics, MLOps",Enterprise
6410,ML Engineer,Australia,Mid,67272,"Statistics, Deep Learning, Python",Startup
6411,Deep Learning Engineer,Australia,Senior,111943,"TensorFlow, Python, Statistics",Mid-size
6412,AI Engineer,Canada,Senior,128638,"NLP, Python, Computer Vision",Mid-size
6413,Computer Vision Engineer,Australia,Mid,74779,"SQL, Python, Statistics",Startup
6414,Data Scientist,USA,Mid,90182,"NLP, PyTorch, TensorFlow",Startup
6415,NLP Engineer,India,Lead,71136,"PyTorch, Statistics, MLOps",Enterprise
6416,Deep Learning Engineer,UK,Entry,37739,"Statistics, MLOps, Deep Learning",Mid-size
6417,AI Engineer,India,Mid,33024,"SQL, MLOps, Statistics",Enterprise
6418,AI Engineer,India,Lead,64236,"Data Visualization, Statistics, MLOps",Enterprise
6419,Deep Learning Engineer,UK,Entry,33341,"Data Visualization, Computer Vision, Deep Learning",Startup
6420,Computer Vision Engineer,USA,Senior,114348,"Data Visualization, PyTorch, Deep Learning",Startup
6421,AI Engineer,India,Mid,29434,"SQL, MLOps, Python",Startup
6422,Data Analyst,USA,Mid,77472,"Deep Learning, Computer Vision, Statistics",Enterprise
6423,Data Scientist,Germany,Entry,31929,"Deep Learning, Data Visualization, Statistics",Mid-size
6424,Data Scientist,Australia,Mid,75983,"Python, MLOps, PyTorch",Mid-size
6425,Data Scientist,India,Lead,75176,"Deep Learning, SQL, MLOps",Mid-size
6426,NLP Engineer,Canada,Senior,125445,"NLP, PyTorch, Deep Learning",Mid-size
6427,NLP Engineer,UK,Entry,31073,"Deep Learning, Computer Vision, TensorFlow",Enterprise
6428,NLP Engineer,Germany,Entry,35688,"PyTorch, Data Visualization, TensorFlow",Enterprise
6429,Data Scientist,India,Entry,12522,"TensorFlow, NLP, Python",Enterprise
6430,Research Scientist,USA,Senior,152077,"Statistics, TensorFlow, Deep Learning",Enterprise
6431,Data Scientist,Germany,Senior,134893,"Statistics, Computer Vision, Data Visualization",Startup
6432,AI Engineer,Germany,Entry,25887,"Statistics, Computer Vision, MLOps",Enterprise
6433,Deep Learning Engineer,UK,Lead,153820,"MLOps, Computer Vision, Statistics",Startup
6434,AI Engineer,Germany,Senior,125466,"Statistics, Python, Computer Vision",Enterprise
6435,Computer Vision Engineer,Germany,Lead,190709,"Deep Learning, Data Visualization, MLOps",Enterprise
6436,Research Scientist,UK,Senior,93352,"SQL, PyTorch, Python",Startup
6437,NLP Engineer,USA,Lead,201745,"NLP, PyTorch, Python",Startup
6438,Data Analyst,UK,Mid,64602,"Computer Vision, PyTorch, TensorFlow",Mid-size
6439,AI Engineer,Australia,Lead,179907,"Deep Learning, PyTorch, Statistics",Enterprise
6440,Data Scientist,India,Lead,62553,"TensorFlow, Statistics, Data Visualization",Mid-size
6441,Deep Learning Engineer,USA,Entry,56139,"SQL, PyTorch, Statistics",Mid-size
6442,Data Analyst,Australia,Lead,156416,"SQL, PyTorch, Data Visualization",Mid-size
6443,AI Engineer,India,Senior,41660,"Statistics, Deep Learning, PyTorch",Enterprise
6444,NLP Engineer,India,Entry,19034,"NLP, Statistics, Data Visualization",Startup
6445,Research Scientist,India,Mid,30206,"MLOps, NLP, TensorFlow",Mid-size
6446,Computer Vision Engineer,Australia,Lead,211072,"Python, Computer Vision, Statistics",Enterprise
6447,ML Engineer,India,Entry,18122,"TensorFlow, Computer Vision, MLOps",Enterprise
6448,Deep Learning Engineer,Canada,Senior,122747,"MLOps, Deep Learning, Statistics",Enterprise
6449,Data Analyst,Australia,Mid,64419,"Data Visualization, Python, PyTorch",Startup
6450,Research Scientist,UK,Mid,80297,"Computer Vision, Data Visualization, SQL",Startup
6451,Computer Vision Engineer,UK,Senior,100188,"Statistics, TensorFlow, NLP",Enterprise
6452,Data Analyst,USA,Mid,89715,"Python, Deep Learning, PyTorch",Mid-size
6453,Computer Vision Engineer,India,Mid,27175,"Deep Learning, NLP, Computer Vision",Enterprise
6454,Deep Learning Engineer,USA,Mid,99386,"TensorFlow, PyTorch, MLOps",Enterprise
6455,AI Engineer,India,Mid,31178,"NLP, MLOps, Deep Learning",Mid-size
6456,Data Scientist,Australia,Entry,30574,"Data Visualization, NLP, PyTorch",Mid-size
6457,Data Analyst,India,Senior,46874,"Deep Learning, MLOps, TensorFlow",Enterprise
6458,NLP Engineer,Australia,Lead,181063,"TensorFlow, Deep Learning, Computer Vision",Enterprise
6459,Data Scientist,Canada,Senior,109571,"MLOps, NLP, Statistics",Enterprise
6460,ML Engineer,Australia,Senior,123581,"MLOps, Data Visualization, NLP",Startup
6461,ML Engineer,Germany,Lead,158459,"MLOps, Deep Learning, Data Visualization",Startup
6462,AI Engineer,Canada,Mid,81125,"Statistics, MLOps, PyTorch",Enterprise
6463,ML Engineer,Canada,Lead,204198,"PyTorch, TensorFlow, NLP",Startup
6464,Data Analyst,USA,Entry,38503,"Computer Vision, Python, Statistics",Enterprise
6465,AI Engineer,UK,Lead,157957,"TensorFlow, Data Visualization, NLP",Startup
6466,Deep Learning Engineer,USA,Mid,95542,"Python, TensorFlow, Data Visualization",Mid-size
6467,NLP Engineer,Australia,Senior,149892,"Computer Vision, Data Visualization, MLOps",Enterprise
6468,NLP Engineer,Canada,Entry,37622,"Statistics, Computer Vision, Data Visualization",Enterprise
6469,Data Analyst,USA,Entry,35818,"Data Visualization, Statistics, PyTorch",Enterprise
6470,Computer Vision Engineer,Australia,Lead,208421,"Computer Vision, TensorFlow, MLOps",Mid-size
6471,NLP Engineer,UK,Senior,111773,"PyTorch, NLP, SQL",Mid-size
6472,Data Analyst,India,Senior,52472,"SQL, PyTorch, Python",Startup
6473,Data Scientist,Germany,Mid,74180,"Deep Learning, Statistics, Computer Vision",Enterprise
6474,Data Scientist,UK,Senior,112163,"Computer Vision, Python, SQL",Startup
6475,NLP Engineer,Canada,Lead,190227,"Statistics, Computer Vision, PyTorch",Mid-size
6476,Data Analyst,Canada,Lead,179342,"PyTorch, TensorFlow, Statistics",Enterprise
6477,Computer Vision Engineer,USA,Entry,36001,"Statistics, Python, PyTorch",Startup
6478,Computer Vision Engineer,USA,Entry,48468,"MLOps, SQL, NLP",Enterprise
6479,Deep Learning Engineer,Germany,Senior,127845,"Python, TensorFlow, MLOps",Startup
6480,AI Engineer,UK,Senior,124647,"Statistics, Data Visualization, SQL",Mid-size
6481,NLP Engineer,UK,Lead,181030,"PyTorch, Deep Learning, Statistics",Startup
6482,ML Engineer,Australia,Senior,124850,"Computer Vision, Data Visualization, PyTorch",Mid-size
6483,NLP Engineer,Germany,Lead,159567,"Computer Vision, PyTorch, NLP",Mid-size
6484,Deep Learning Engineer,UK,Senior,99630,"Data Visualization, SQL, Deep Learning",Startup
